Company,Country,Ticker,Market,Currency,Date,Open,High,Low,Close,Volume
Alibaba (China),China,9988.HK,Local,HKD,2024-04-25 00:00:00+08:00,72.15,73.74,71.7,72.65,43558815
Alibaba (China),China,9988.HK,Local,HKD,2024-04-26 00:00:00+08:00,72.85,75.34,72.85,74.94,76974505
Alibaba (China),China,9988.HK,Local,HKD,2024-04-29 00:00:00+08:00,73.94,75.63,73.74,73.99,55367962
Alibaba (China),China,9988.HK,Local,HKD,2024-04-30 00:00:00+08:00,74.79,75.04,73.44,73.99,47495457
Alibaba (China),China,9988.HK,Local,HKD,2024-05-02 00:00:00+08:00,73.15,76.38,73.0,75.73,68356381
Alibaba (China),China,9988.HK,Local,HKD,2024-05-03 00:00:00+08:00,78.32,80.06,78.12,78.82,79294381
Alibaba (China),China,9988.HK,Local,HKD,2024-05-06 00:00:00+08:00,79.12,79.22,78.12,79.12,56218498
Alibaba (China),China,9988.HK,Local,HKD,2024-05-07 00:00:00+08:00,78.67,78.97,77.03,77.67,45448994
Alibaba (China),China,9988.HK,Local,HKD,2024-05-08 00:00:00+08:00,77.87,78.07,75.19,75.78,54000423
Alibaba (China),China,9988.HK,Local,HKD,2024-05-09 00:00:00+08:00,75.39,76.58,74.94,76.43,52298823
Alibaba (China),China,9988.HK,Local,HKD,2024-05-10 00:00:00+08:00,77.13,78.37,76.73,77.57,47295135
Alibaba (China),China,9988.HK,Local,HKD,2024-05-13 00:00:00+08:00,77.28,81.21,76.93,80.76,78841984
Alibaba (China),China,9988.HK,Local,HKD,2024-05-14 00:00:00+08:00,81.61,83.05,81.61,82.25,78159136
Alibaba (China),China,9988.HK,Local,HKD,2024-05-16 00:00:00+08:00,78.92,80.61,78.42,79.32,111040078
Alibaba (China),China,9988.HK,Local,HKD,2024-05-17 00:00:00+08:00,84.59,85.49,84.04,85.29,111456576
Alibaba (China),China,9988.HK,Local,HKD,2024-05-20 00:00:00+08:00,85.49,85.88,84.44,84.94,53129878
Alibaba (China),China,9988.HK,Local,HKD,2024-05-21 00:00:00+08:00,85.09,85.49,83.55,83.99,43053288
Alibaba (China),China,9988.HK,Local,HKD,2024-05-22 00:00:00+08:00,83.74,83.89,82.6,82.6,34490738
Alibaba (China),China,9988.HK,Local,HKD,2024-05-23 00:00:00+08:00,80.61,80.66,77.18,78.27,100353257
Alibaba (China),China,9988.HK,Local,HKD,2024-05-24 00:00:00+08:00,78.07,79.52,77.28,77.77,48522482
Alibaba (China),China,9988.HK,Local,HKD,2024-05-27 00:00:00+08:00,78.52,79.27,77.53,78.87,39037400
Alibaba (China),China,9988.HK,Local,HKD,2024-05-28 00:00:00+08:00,78.82,79.81,78.47,79.17,32245775
Alibaba (China),China,9988.HK,Local,HKD,2024-05-29 00:00:00+08:00,78.12,78.42,75.73,76.43,67568273
Alibaba (China),China,9988.HK,Local,HKD,2024-05-30 00:00:00+08:00,76.03,77.23,75.53,75.93,46353905
Alibaba (China),China,9988.HK,Local,HKD,2024-05-31 00:00:00+08:00,77.08,77.53,74.54,74.54,148283968
Alibaba (China),China,9988.HK,Local,HKD,2024-06-03 00:00:00+08:00,76.13,77.13,76.08,76.28,73997961
Alibaba (China),China,9988.HK,Local,HKD,2024-06-04 00:00:00+08:00,75.63,76.48,75.53,76.03,30437293
Alibaba (China),China,9988.HK,Local,HKD,2024-06-05 00:00:00+08:00,76.78,78.02,76.23,76.58,41354457
Alibaba (China),China,9988.HK,Local,HKD,2024-06-06 00:00:00+08:00,77.72,78.07,76.28,76.73,39115156
Alibaba (China),China,9988.HK,Local,HKD,2024-06-07 00:00:00+08:00,77.72,77.72,76.53,76.73,46037914
Alibaba (China),China,9988.HK,Local,HKD,2024-06-11 00:00:00+08:00,76.23,76.68,75.39,76.08,45378373
Alibaba (China),China,9988.HK,Local,HKD,2024-06-12 00:00:00+08:00,74.34,75.04,73.89,73.99,34449076
Alibaba (China),China,9988.HK,Local,HKD,2024-06-13 00:00:00+08:00,75.14,75.19,73.54,74.34,51382442
Alibaba (China),China,9988.HK,Local,HKD,2024-06-14 00:00:00+08:00,73.59,73.74,72.1,72.65,61962416
Alibaba (China),China,9988.HK,Local,HKD,2024-06-17 00:00:00+08:00,71.7,72.85,71.0,72.35,35419261
Alibaba (China),China,9988.HK,Local,HKD,2024-06-18 00:00:00+08:00,72.35,73.25,71.7,71.95,34574126
Alibaba (China),China,9988.HK,Local,HKD,2024-06-19 00:00:00+08:00,72.75,74.29,72.1,74.04,31831878
Alibaba (China),China,9988.HK,Local,HKD,2024-06-20 00:00:00+08:00,73.79,74.29,73.15,73.25,24354943
Alibaba (China),China,9988.HK,Local,HKD,2024-06-21 00:00:00+08:00,72.3,72.5,71.35,71.85,57906313
Alibaba (China),China,9988.HK,Local,HKD,2024-06-24 00:00:00+08:00,70.9,71.95,70.85,71.9,32160122
Alibaba (China),China,9988.HK,Local,HKD,2024-06-25 00:00:00+08:00,72.1,73.05,71.95,72.5,27467171
Alibaba (China),China,9988.HK,Local,HKD,2024-06-26 00:00:00+08:00,71.55,73.3,71.55,72.7,29066186
Alibaba (China),China,9988.HK,Local,HKD,2024-06-27 00:00:00+08:00,71.85,72.45,71.1,71.4,37688869
Alibaba (China),China,9988.HK,Local,HKD,2024-06-28 00:00:00+08:00,70.45,71.45,70.35,70.35,39388456
Alibaba (China),China,9988.HK,Local,HKD,2024-07-02 00:00:00+08:00,69.65,71.85,69.65,70.3,43280648
Alibaba (China),China,9988.HK,Local,HKD,2024-07-03 00:00:00+08:00,71.5,72.6,70.95,72.05,38913160
Alibaba (China),China,9988.HK,Local,HKD,2024-07-04 00:00:00+08:00,73.25,73.79,72.85,73.0,30491758
Alibaba (China),China,9988.HK,Local,HKD,2024-07-05 00:00:00+08:00,72.95,73.64,72.6,72.75,30464780
Alibaba (China),China,9988.HK,Local,HKD,2024-07-08 00:00:00+08:00,71.9,72.5,71.3,71.65,41071018
Alibaba (China),China,9988.HK,Local,HKD,2024-07-09 00:00:00+08:00,71.1,72.85,71.1,72.35,33931545
Alibaba (China),China,9988.HK,Local,HKD,2024-07-10 00:00:00+08:00,73.54,74.44,72.95,72.95,35940892
Alibaba (China),China,9988.HK,Local,HKD,2024-07-11 00:00:00+08:00,73.84,75.84,73.64,75.29,48693395
Alibaba (China),China,9988.HK,Local,HKD,2024-07-12 00:00:00+08:00,76.24,78.53,76.24,78.24,65804366
Alibaba (China),China,9988.HK,Local,HKD,2024-07-15 00:00:00+08:00,77.04,77.79,76.19,76.49,40320270
Alibaba (China),China,9988.HK,Local,HKD,2024-07-16 00:00:00+08:00,75.54,75.79,74.94,75.34,33288019
Alibaba (China),China,9988.HK,Local,HKD,2024-07-17 00:00:00+08:00,75.79,76.79,75.64,76.14,43176485
Alibaba (China),China,9988.HK,Local,HKD,2024-07-18 00:00:00+08:00,75.39,75.94,74.94,75.64,35852222
Alibaba (China),China,9988.HK,Local,HKD,2024-07-19 00:00:00+08:00,74.39,74.79,73.3,73.64,42933703
Alibaba (China),China,9988.HK,Local,HKD,2024-07-22 00:00:00+08:00,73.64,75.04,73.54,74.59,33903557
Alibaba (China),China,9988.HK,Local,HKD,2024-07-23 00:00:00+08:00,74.99,75.04,73.84,73.94,29397901
Alibaba (China),China,9988.HK,Local,HKD,2024-07-24 00:00:00+08:00,73.89,74.69,73.89,74.04,24392950
Alibaba (China),China,9988.HK,Local,HKD,2024-07-25 00:00:00+08:00,74.34,74.39,73.05,73.15,28685062
Alibaba (China),China,9988.HK,Local,HKD,2024-07-26 00:00:00+08:00,73.45,73.74,72.65,72.95,24685769
Alibaba (China),China,9988.HK,Local,HKD,2024-07-29 00:00:00+08:00,74.64,77.14,74.59,76.39,74410239
Alibaba (China),China,9988.HK,Local,HKD,2024-07-30 00:00:00+08:00,76.49,76.79,75.44,76.04,42711031
Alibaba (China),China,9988.HK,Local,HKD,2024-07-31 00:00:00+08:00,76.14,78.14,75.94,77.14,63322191
Alibaba (China),China,9988.HK,Local,HKD,2024-08-01 00:00:00+08:00,77.04,77.84,76.64,77.34,38913402
Alibaba (China),China,9988.HK,Local,HKD,2024-08-02 00:00:00+08:00,75.84,76.59,74.69,75.19,36160705
Alibaba (China),China,9988.HK,Local,HKD,2024-08-05 00:00:00+08:00,73.99,75.64,72.65,74.04,49548357
Alibaba (China),China,9988.HK,Local,HKD,2024-08-06 00:00:00+08:00,75.19,76.04,75.04,75.09,47939836
Alibaba (China),China,9988.HK,Local,HKD,2024-08-07 00:00:00+08:00,75.84,77.34,75.59,76.34,39385356
Alibaba (China),China,9988.HK,Local,HKD,2024-08-08 00:00:00+08:00,75.59,78.09,75.19,76.39,49320546
Alibaba (China),China,9988.HK,Local,HKD,2024-08-09 00:00:00+08:00,77.94,78.78,77.69,77.69,37944538
Alibaba (China),China,9988.HK,Local,HKD,2024-08-12 00:00:00+08:00,77.69,78.68,77.04,78.28,36296039
Alibaba (China),China,9988.HK,Local,HKD,2024-08-13 00:00:00+08:00,78.43,78.98,77.84,78.48,31992760
Alibaba (China),China,9988.HK,Local,HKD,2024-08-14 00:00:00+08:00,78.68,79.18,77.89,78.14,35577408
Alibaba (China),China,9988.HK,Local,HKD,2024-08-15 00:00:00+08:00,77.49,77.79,75.34,76.24,69314475
Alibaba (China),China,9988.HK,Local,HKD,2024-08-16 00:00:00+08:00,77.59,80.48,77.39,79.93,86304798
Alibaba (China),China,9988.HK,Local,HKD,2024-08-19 00:00:00+08:00,81.13,82.48,81.03,81.28,58682838
Alibaba (China),China,9988.HK,Local,HKD,2024-08-20 00:00:00+08:00,81.53,81.58,79.78,80.23,42535840
Alibaba (China),China,9988.HK,Local,HKD,2024-08-21 00:00:00+08:00,78.24,79.78,78.14,79.78,51464907
Alibaba (China),China,9988.HK,Local,HKD,2024-08-22 00:00:00+08:00,80.93,81.78,79.78,81.48,40296293
Alibaba (China),China,9988.HK,Local,HKD,2024-08-23 00:00:00+08:00,81.48,82.68,80.93,82.48,43575656
Alibaba (China),China,9988.HK,Local,HKD,2024-08-26 00:00:00+08:00,83.22,83.77,81.78,83.12,47740986
Alibaba (China),China,9988.HK,Local,HKD,2024-08-27 00:00:00+08:00,79.88,80.18,78.83,79.78,85310659
Alibaba (China),China,9988.HK,Local,HKD,2024-08-28 00:00:00+08:00,79.73,79.93,78.43,78.93,38782872
Alibaba (China),China,9988.HK,Local,HKD,2024-08-29 00:00:00+08:00,77.39,78.93,77.14,78.88,42829550
Alibaba (China),China,9988.HK,Local,HKD,2024-08-30 00:00:00+08:00,78.53,81.88,78.24,81.28,109667309
Alibaba (China),China,9988.HK,Local,HKD,2024-09-02 00:00:00+08:00,81.18,81.28,79.23,79.33,53674093
Alibaba (China),China,9988.HK,Local,HKD,2024-09-03 00:00:00+08:00,79.48,80.38,78.83,79.93,27709377
Alibaba (China),China,9988.HK,Local,HKD,2024-09-04 00:00:00+08:00,79.23,80.23,78.83,79.93,28553946
Alibaba (China),China,9988.HK,Local,HKD,2024-09-05 00:00:00+08:00,80.13,80.68,79.03,79.63,29214099
Alibaba (China),China,9988.HK,Local,HKD,2024-09-09 00:00:00+08:00,78.63,79.23,77.49,78.14,79250807
Alibaba (China),China,9988.HK,Local,HKD,2024-09-10 00:00:00+08:00,79.83,82.28,79.83,81.43,206633087
Alibaba (China),China,9988.HK,Local,HKD,2024-09-11 00:00:00+08:00,81.38,82.23,79.98,81.28,83945417
Alibaba (China),China,9988.HK,Local,HKD,2024-09-12 00:00:00+08:00,82.38,83.72,82.18,83.02,83669607
Alibaba (China),China,9988.HK,Local,HKD,2024-09-13 00:00:00+08:00,83.32,84.47,82.08,82.58,59196273
Alibaba (China),China,9988.HK,Local,HKD,2024-09-16 00:00:00+08:00,81.68,82.13,81.23,81.83,26558684
Alibaba (China),China,9988.HK,Local,HKD,2024-09-17 00:00:00+08:00,81.23,82.93,81.18,82.68,30485324
Alibaba (China),China,9988.HK,Local,HKD,2024-09-19 00:00:00+08:00,82.68,86.32,82.33,85.52,109112014
Alibaba (China),China,9988.HK,Local,HKD,2024-09-20 00:00:00+08:00,85.82,88.81,85.22,87.02,122726621
Alibaba (China),China,9988.HK,Local,HKD,2024-09-23 00:00:00+08:00,86.72,88.51,86.37,86.57,69609537
Alibaba (China),China,9988.HK,Local,HKD,2024-09-24 00:00:00+08:00,88.96,92.01,87.86,91.81,141958511
Alibaba (China),China,9988.HK,Local,HKD,2024-09-25 00:00:00+08:00,94.8,94.8,90.41,91.11,159777709
Alibaba (China),China,9988.HK,Local,HKD,2024-09-26 00:00:00+08:00,92.31,99.04,91.61,97.54,203287208
Alibaba (China),China,9988.HK,Local,HKD,2024-09-27 00:00:00+08:00,101.79,104.68,100.19,102.28,198337444
Alibaba (China),China,9988.HK,Local,HKD,2024-09-30 00:00:00+08:00,107.37,112.56,106.08,109.77,250502801
Alibaba (China),China,9988.HK,Local,HKD,2024-10-02 00:00:00+08:00,110.17,118.45,110.17,114.86,179685038
Alibaba (China),China,9988.HK,Local,HKD,2024-10-03 00:00:00+08:00,112.76,112.76,106.28,109.77,138390517
Alibaba (China),China,9988.HK,Local,HKD,2024-10-04 00:00:00+08:00,109.77,114.06,108.57,113.66,90914228
Alibaba (China),China,9988.HK,Local,HKD,2024-10-07 00:00:00+08:00,113.96,116.65,112.76,114.36,105041570
Alibaba (China),China,9988.HK,Local,HKD,2024-10-08 00:00:00+08:00,111.07,111.56,102.78,104.28,252168999
Alibaba (China),China,9988.HK,Local,HKD,2024-10-09 00:00:00+08:00,106.97,107.47,99.44,102.68,177757025
Alibaba (China),China,9988.HK,Local,HKD,2024-10-10 00:00:00+08:00,104.78,107.57,104.18,105.58,104808386
Alibaba (China),China,9988.HK,Local,HKD,2024-10-14 00:00:00+08:00,106.77,106.87,102.48,104.98,79240625
Alibaba (China),China,9988.HK,Local,HKD,2024-10-15 00:00:00+08:00,104.98,104.98,98.54,99.64,113107803
Alibaba (China),China,9988.HK,Local,HKD,2024-10-16 00:00:00+08:00,98.29,100.69,97.64,98.74,67551937
Alibaba (China),China,9988.HK,Local,HKD,2024-10-17 00:00:00+08:00,99.79,102.48,97.49,98.29,65933840
Alibaba (China),China,9988.HK,Local,HKD,2024-10-18 00:00:00+08:00,97.44,102.28,95.1,100.29,119104755
Alibaba (China),China,9988.HK,Local,HKD,2024-10-21 00:00:00+08:00,99.99,100.59,96.35,97.59,63514538
Alibaba (China),China,9988.HK,Local,HKD,2024-10-22 00:00:00+08:00,97.39,98.49,95.9,97.05,48715559
Alibaba (China),China,9988.HK,Local,HKD,2024-10-23 00:00:00+08:00,96.2,98.14,95.9,97.1,61919784
Alibaba (China),China,9988.HK,Local,HKD,2024-10-24 00:00:00+08:00,94.85,95.1,93.3,93.95,76909887
Alibaba (China),China,9988.HK,Local,HKD,2024-10-25 00:00:00+08:00,94.8,97.0,94.4,95.15,53441957
Alibaba (China),China,9988.HK,Local,HKD,2024-10-28 00:00:00+08:00,95.5,98.19,94.85,96.45,69415882
Alibaba (China),China,9988.HK,Local,HKD,2024-10-29 00:00:00+08:00,97.15,98.99,96.65,97.34,57004880
Alibaba (China),China,9988.HK,Local,HKD,2024-10-30 00:00:00+08:00,95.95,96.95,95.0,95.65,51472115
Alibaba (China),China,9988.HK,Local,HKD,2024-10-31 00:00:00+08:00,95.15,96.6,94.35,94.35,47207811
Alibaba (China),China,9988.HK,Local,HKD,2024-11-01 00:00:00+08:00,95.55,95.75,93.85,94.8,38347683
Alibaba (China),China,9988.HK,Local,HKD,2024-11-04 00:00:00+08:00,95.4,96.25,95.0,95.85,31007532
Alibaba (China),China,9988.HK,Local,HKD,2024-11-05 00:00:00+08:00,94.9,98.44,94.9,98.19,50986901
Alibaba (China),China,9988.HK,Local,HKD,2024-11-06 00:00:00+08:00,96.3,96.55,93.55,94.2,88756404
Alibaba (China),China,9988.HK,Local,HKD,2024-11-07 00:00:00+08:00,93.6,95.95,93.05,95.45,57481876
Alibaba (China),China,9988.HK,Local,HKD,2024-11-08 00:00:00+08:00,97.79,99.29,93.8,93.8,74794561
Alibaba (China),China,9988.HK,Local,HKD,2024-11-11 00:00:00+08:00,91.16,96.55,89.86,93.9,103787086
Alibaba (China),China,9988.HK,Local,HKD,2024-11-12 00:00:00+08:00,93.45,94.8,89.76,90.36,89444897
Alibaba (China),China,9988.HK,Local,HKD,2024-11-13 00:00:00+08:00,89.26,90.71,89.26,90.36,63573164
Alibaba (China),China,9988.HK,Local,HKD,2024-11-14 00:00:00+08:00,88.96,90.26,87.47,87.76,67262128
Alibaba (China),China,9988.HK,Local,HKD,2024-11-15 00:00:00+08:00,87.81,88.56,86.82,87.02,49182995
Alibaba (China),China,9988.HK,Local,HKD,2024-11-18 00:00:00+08:00,86.67,86.97,85.12,86.12,70101208
Alibaba (China),China,9988.HK,Local,HKD,2024-11-19 00:00:00+08:00,86.77,87.27,84.52,85.07,68824611
Alibaba (China),China,9988.HK,Local,HKD,2024-11-20 00:00:00+08:00,84.62,85.07,83.32,84.57,70389532
Alibaba (China),China,9988.HK,Local,HKD,2024-11-21 00:00:00+08:00,84.17,84.77,83.42,84.22,45741828
Alibaba (China),China,9988.HK,Local,HKD,2024-11-22 00:00:00+08:00,83.42,83.87,80.03,80.53,110110185
Alibaba (China),China,9988.HK,Local,HKD,2024-11-25 00:00:00+08:00,80.53,82.63,79.73,81.78,163133423
Alibaba (China),China,9988.HK,Local,HKD,2024-11-26 00:00:00+08:00,81.63,84.27,81.63,83.17,78159824
Alibaba (China),China,9988.HK,Local,HKD,2024-11-27 00:00:00+08:00,83.02,85.52,82.33,84.82,56559911
Alibaba (China),China,9988.HK,Local,HKD,2024-11-28 00:00:00+08:00,84.12,84.17,82.58,83.22,45005738
Alibaba (China),China,9988.HK,Local,HKD,2024-11-29 00:00:00+08:00,82.73,84.62,82.68,83.47,36163262
Alibaba (China),China,9988.HK,Local,HKD,2024-12-02 00:00:00+08:00,84.07,85.47,83.57,83.82,55668722
Alibaba (China),China,9988.HK,Local,HKD,2024-12-03 00:00:00+08:00,83.52,84.62,82.68,84.27,45041216
Alibaba (China),China,9988.HK,Local,HKD,2024-12-04 00:00:00+08:00,83.17,84.07,82.43,83.82,57896484
Alibaba (China),China,9988.HK,Local,HKD,2024-12-05 00:00:00+08:00,82.63,82.98,81.48,81.78,66632997
Alibaba (China),China,9988.HK,Local,HKD,2024-12-06 00:00:00+08:00,82.03,84.52,81.58,83.77,73451040
Alibaba (China),China,9988.HK,Local,HKD,2024-12-09 00:00:00+08:00,82.58,87.07,82.48,86.72,90092033
Alibaba (China),China,9988.HK,Local,HKD,2024-12-10 00:00:00+08:00,91.06,91.21,86.37,86.42,97398890
Alibaba (China),China,9988.HK,Local,HKD,2024-12-11 00:00:00+08:00,87.12,87.52,85.97,86.02,51946094
Alibaba (China),China,9988.HK,Local,HKD,2024-12-12 00:00:00+08:00,85.77,88.56,85.77,87.81,64845532
Alibaba (China),China,9988.HK,Local,HKD,2024-12-13 00:00:00+08:00,86.37,87.27,85.57,85.57,61023463
Alibaba (China),China,9988.HK,Local,HKD,2024-12-16 00:00:00+08:00,85.57,85.72,83.32,84.17,47958063
Alibaba (China),China,9988.HK,Local,HKD,2024-12-17 00:00:00+08:00,83.72,83.92,82.38,83.22,52558686
Alibaba (China),China,9988.HK,Local,HKD,2024-12-18 00:00:00+08:00,84.67,84.67,83.47,83.87,35976303
Alibaba (China),China,9988.HK,Local,HKD,2024-12-19 00:00:00+08:00,82.53,83.27,81.88,82.78,56263173
Alibaba (China),China,9988.HK,Local,HKD,2024-12-20 00:00:00+08:00,81.63,82.08,79.18,79.93,132887681
Alibaba (China),China,9988.HK,Local,HKD,2024-12-23 00:00:00+08:00,80.53,81.18,79.73,80.83,57974855
Alibaba (China),China,9988.HK,Local,HKD,2024-12-24 00:00:00+08:00,83.27,83.27,83.27,83.27,0
Alibaba (China),China,9988.HK,Local,HKD,2024-12-27 00:00:00+08:00,82.83,83.17,81.18,82.18,44013080
Alibaba (China),China,9988.HK,Local,HKD,2024-12-30 00:00:00+08:00,82.18,82.78,81.38,81.83,39010940
Alibaba (China),China,9988.HK,Local,HKD,2024-12-31 00:00:00+08:00,82.68,82.68,82.68,82.68,0
Alibaba (China),China,9988.HK,Local,HKD,2025-01-02 00:00:00+08:00,82.23,82.53,80.63,81.13,48562393
Alibaba (China),China,9988.HK,Local,HKD,2025-01-03 00:00:00+08:00,82.93,83.57,81.83,82.43,57859265
Alibaba (China),China,9988.HK,Local,HKD,2025-01-06 00:00:00+08:00,82.98,83.17,81.73,81.98,36259231
Alibaba (China),China,9988.HK,Local,HKD,2025-01-07 00:00:00+08:00,81.98,82.28,80.33,81.23,57807719
Alibaba (China),China,9988.HK,Local,HKD,2025-01-08 00:00:00+08:00,81.43,82.08,80.23,80.73,51033856
Alibaba (China),China,9988.HK,Local,HKD,2025-01-09 00:00:00+08:00,80.73,81.43,80.28,80.43,38857402
Alibaba (China),China,9988.HK,Local,HKD,2025-01-10 00:00:00+08:00,80.73,81.03,79.33,79.43,49178401
Alibaba (China),China,9988.HK,Local,HKD,2025-01-13 00:00:00+08:00,78.33,78.38,77.19,77.94,47082642
Alibaba (China),China,9988.HK,Local,HKD,2025-01-14 00:00:00+08:00,78.58,80.18,78.19,79.78,62238203
Alibaba (China),China,9988.HK,Local,HKD,2025-01-15 00:00:00+08:00,78.93,79.98,78.93,79.78,34729525
Alibaba (China),China,9988.HK,Local,HKD,2025-01-16 00:00:00+08:00,79.93,81.28,79.08,80.28,40303852
Alibaba (China),China,9988.HK,Local,HKD,2025-01-17 00:00:00+08:00,79.83,80.58,79.43,80.58,40613226
Alibaba (China),China,9988.HK,Local,HKD,2025-01-20 00:00:00+08:00,82.53,85.92,82.23,84.37,92760400
Alibaba (China),China,9988.HK,Local,HKD,2025-01-21 00:00:00+08:00,85.62,85.77,83.72,84.62,45376591
Alibaba (China),China,9988.HK,Local,HKD,2025-01-22 00:00:00+08:00,83.12,83.72,81.48,82.03,50020729
Alibaba (China),China,9988.HK,Local,HKD,2025-01-23 00:00:00+08:00,83.67,84.07,82.38,82.73,35695244
Alibaba (China),China,9988.HK,Local,HKD,2025-01-24 00:00:00+08:00,83.57,84.82,82.83,84.57,56000920
Alibaba (China),China,9988.HK,Local,HKD,2025-01-27 00:00:00+08:00,86.42,87.76,85.92,87.07,77324541
Alibaba (China),China,9988.HK,Local,HKD,2025-01-28 00:00:00+08:00,88.16,88.16,88.16,88.16,0
Alibaba (China),China,9988.HK,Local,HKD,2025-02-03 00:00:00+08:00,92.36,93.9,90.21,93.8,137951734
Alibaba (China),China,9988.HK,Local,HKD,2025-02-04 00:00:00+08:00,96.6,97.74,94.55,97.44,119029715
Alibaba (China),China,9988.HK,Local,HKD,2025-02-05 00:00:00+08:00,98.79,99.44,95.1,97.34,130268715
Alibaba (China),China,9988.HK,Local,HKD,2025-02-06 00:00:00+08:00,96.75,98.69,96.3,98.34,82663790
Alibaba (China),China,9988.HK,Local,HKD,2025-02-07 00:00:00+08:00,97.79,100.69,97.49,99.79,111035834
Alibaba (China),China,9988.HK,Local,HKD,2025-02-10 00:00:00+08:00,102.78,106.28,102.78,105.28,154940987
Alibaba (China),China,9988.HK,Local,HKD,2025-02-11 00:00:00+08:00,107.67,108.37,104.38,104.68,133001073
Alibaba (China),China,9988.HK,Local,HKD,2025-02-12 00:00:00+08:00,108.97,113.66,108.87,113.56,215324934
Alibaba (China),China,9988.HK,Local,HKD,2025-02-13 00:00:00+08:00,114.96,124.04,114.96,116.45,336901993
Alibaba (China),China,9988.HK,Local,HKD,2025-02-14 00:00:00+08:00,116.65,124.04,116.55,123.84,267121701
Alibaba (China),China,9988.HK,Local,HKD,2025-02-17 00:00:00+08:00,124.64,129.23,118.55,121.94,293596265
Alibaba (China),China,9988.HK,Local,HKD,2025-02-18 00:00:00+08:00,121.74,128.33,121.74,126.03,197776235
Alibaba (China),China,9988.HK,Local,HKD,2025-02-19 00:00:00+08:00,123.44,125.14,122.04,123.84,148288754
Alibaba (China),China,9988.HK,Local,HKD,2025-02-20 00:00:00+08:00,122.14,123.34,118.15,120.65,178330455
Alibaba (China),China,9988.HK,Local,HKD,2025-02-21 00:00:00+08:00,132.72,139.31,130.72,138.21,329402607
Alibaba (China),China,9988.HK,Local,HKD,2025-02-24 00:00:00+08:00,138.61,140.6,134.02,135.41,222538792
Alibaba (China),China,9988.HK,Local,HKD,2025-02-25 00:00:00+08:00,124.84,133.02,124.74,130.33,234415866
Alibaba (China),China,9988.HK,Local,HKD,2025-02-26 00:00:00+08:00,132.02,138.81,131.72,136.61,197155020
Alibaba (China),China,9988.HK,Local,HKD,2025-02-27 00:00:00+08:00,137.21,139.41,132.92,135.41,180178311
Alibaba (China),China,9988.HK,Local,HKD,2025-02-28 00:00:00+08:00,133.32,133.52,126.83,127.23,209019085
Alibaba (China),China,9988.HK,Local,HKD,2025-03-03 00:00:00+08:00,129.53,134.22,128.33,130.13,164140645
Alibaba (China),China,9988.HK,Local,HKD,2025-03-04 00:00:00+08:00,126.33,129.03,124.24,127.53,133778504
Alibaba (China),China,9988.HK,Local,HKD,2025-03-05 00:00:00+08:00,128.13,131.22,126.33,129.63,132295744
Alibaba (China),China,9988.HK,Local,HKD,2025-03-06 00:00:00+08:00,137.71,141.2,137.01,140.5,198863431
Alibaba (China),China,9988.HK,Local,HKD,2025-03-07 00:00:00+08:00,137.51,145.59,136.91,139.71,250700100
Alibaba (China),China,9988.HK,Local,HKD,2025-03-10 00:00:00+08:00,136.91,138.41,133.32,134.22,179071477
Alibaba (China),China,9988.HK,Local,HKD,2025-03-11 00:00:00+08:00,127.53,134.52,127.43,133.32,157697693
Alibaba (China),China,9988.HK,Local,HKD,2025-03-12 00:00:00+08:00,137.71,137.71,131.62,134.52,124456918
Alibaba (China),China,9988.HK,Local,HKD,2025-03-13 00:00:00+08:00,133.52,133.62,128.83,131.22,101846984
Alibaba (China),China,9988.HK,Local,HKD,2025-03-14 00:00:00+08:00,134.22,137.31,132.52,135.51,108673140
Alibaba (China),China,9988.HK,Local,HKD,2025-03-17 00:00:00+08:00,137.31,138.71,134.82,135.21,72542321
Alibaba (China),China,9988.HK,Local,HKD,2025-03-18 00:00:00+08:00,143.0,143.2,140.3,143.1,145909264
Alibaba (China),China,9988.HK,Local,HKD,2025-03-19 00:00:00+08:00,140.0,142.0,139.31,140.8,83578664
Alibaba (China),China,9988.HK,Local,HKD,2025-03-20 00:00:00+08:00,139.71,139.71,134.82,135.21,113971960
Alibaba (China),China,9988.HK,Local,HKD,2025-03-21 00:00:00+08:00,133.32,135.02,130.13,130.42,143069660
Alibaba (China),China,9988.HK,Local,HKD,2025-03-24 00:00:00+08:00,131.72,133.82,130.13,132.52,90778453
Alibaba (China),China,9988.HK,Local,HKD,2025-03-25 00:00:00+08:00,130.42,131.82,127.33,127.43,104041459
Alibaba (China),China,9988.HK,Local,HKD,2025-03-26 00:00:00+08:00,128.33,130.42,127.73,129.23,57480050
Alibaba (China),China,9988.HK,Local,HKD,2025-03-27 00:00:00+08:00,129.13,132.72,128.03,129.83,63397449
Alibaba (China),China,9988.HK,Local,HKD,2025-03-28 00:00:00+08:00,131.72,133.22,128.73,130.72,66594496
Alibaba (China),China,9988.HK,Local,HKD,2025-03-31 00:00:00+08:00,128.53,129.73,125.83,127.73,78698386
Alibaba (China),China,9988.HK,Local,HKD,2025-04-01 00:00:00+08:00,128.83,131.22,128.63,129.53,59194990
Alibaba (China),China,9988.HK,Local,HKD,2025-04-02 00:00:00+08:00,128.73,131.72,128.13,129.73,61236236
Alibaba (China),China,9988.HK,Local,HKD,2025-04-03 00:00:00+08:00,122.24,126.13,121.24,123.24,165415092
